Year,Therapeutic Name,Eventual Brand Name,NDC Code,"Active Pharmaceutical Ingredient","Gene Delivery System",Targeting Strategy,Delivery Method,NCT ID,Study URL,Study Type,Phase,Trial Status,clinical trial purpose,Therapeutic Purpose,Disease Studied by Clinical Trial,DIsease Targeted by Intervention,Disease Type ,Reason for Termination,Clinical Trial Start Date,Clinical Trial End Date,"Clinical Trial Duration
(Months)",Clinical Trial Size,Enrolled type,Row in the US Polulation sheet that corresponds to the year,Column in the US Population sheet that correspoinds to the age group,Address in the US Population sheet that corresponds to the year and age group,Sex,Age,,Target Population Size,Estimated Disease Prevalence,Estimated Population Affected by Disease,Target Population Indicator,Uptake Propensity,Estimated Potential Impact,Population Multiplier using Age/Sex,Population Impacted,Entity,Entity Type,Entity Employee Count,Entity Size,Entity Research Status,Sponsor,Sponsor Type,Sponsor Class,Collaborators,Manufacturer,Treatment Cost
2023,mrna-1468,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05701800,https://clinicaltrials.gov/study/NCT05701800,Interventional,Phase 2,Recruiting,PREVENTION,PREVENTION,Herpes Zoster,Shingles,Infectious,N/A,1/23/23,6/30/26,41.8,657,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Shingles,"249,154,999",0.12%,"298,495",Common,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1608,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06033261,https://clinicaltrials.gov/study/NCT06033261,Interventional,Phase 2,Active Not Recruiting,TREATMENT,TREATMENT,Genital Herpes,Herpes,Infectious,N/A,9/6/23,4/11/25,19.4,365,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Herpes,"201,452,958",36.16%,"72,853,968",Common,100.00%,"72,853,968",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05085366,https://clinicaltrials.gov/study/NCT05085366,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,Cytomegalovirus Infection,Cytomegalovirus Infection,Infectious,N/A,10/26/21,4/6/26,54.1,7454,ACTUAL,10,18,'1a.1. US Population'!$R$10,FEMALE,"CHILD, ADULT",Cytomegalovirus Infection,"137,044,846",33.33%,"45,681,615",Common,41.95%,"57,490,313",0.425360807,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2020,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04232280,https://clinicaltrials.gov/study/NCT04232280,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Cytomegalovirus Infection,Cytomegalovirus Infection,Infectious,N/A,1/9/20,1/4/23,36.4,315,ACTUAL,11,4,'1a.1. US Population'!$D$11,ALL,ADULT,Cytomegalovirus Infection,"201,452,958",41.84%,"84,295,919",Common,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04975893,https://clinicaltrials.gov/study/NCT04975893,Interventional,Phase 2,Enrolling By Invitation,PREVENTION,PREVENTION,Cytomegalovirus Infection,Cytomegalovirus Infection,Infectious,N/A,6/18/21,12/30/26,67.4,291,ESTIMATED,10,4,'1a.1. US Population'!$D$10,ALL,ADULT,Cytomegalovirus Infection,"201,452,958",41.84%,"84,295,919",Common,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05683457,https://clinicaltrials.gov/study/NCT05683457,Interventional,Phase 2,Recruiting,PREVENTION,PREVENTION,Cytomegalovirus Infection,Cytomegalovirus Infection,Infectious,N/A,4/5/23,8/1/25,28.3,224,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Cytomegalovirus Infection,"249,154,999",41.84%,"104,256,347",Common,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05397223,https://clinicaltrials.gov/study/NCT05397223,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Seasonal Influenza, Respiratory Syncytial Virus, Cytomegalovirus",Cytomegalovirus Infection,Infectious,N/A,5/24/22,2/21/26,45.6,308,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Cytomegalovirus Infection,"249,154,999",41.84%,"104,256,347",Common,83.65%,"208,415,212",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1647,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05105048,https://clinicaltrials.gov/study/NCT05105048,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,Cytomegalovirus Infection,Cytomegalovirus Infection,Infectious,N/A,11/8/21,8/10/23,21.3,9,ACTUAL,10,4,'1a.1. US Population'!$D$10,ALL,ADULT,Cytomegalovirus Infection,"201,452,958",41.84%,"84,295,919",Common,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1893,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04917861,https://clinicaltrials.gov/study/NCT04917861,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Zika Virus,Zika Virus,Infectious,N/A,6/8/21,7/26/24,38.1,808,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",Zika Virus,"249,154,999",0.00%,0,Ultra-Rare,67.69%,"168,658,393",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2019,mrna-1893,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04064905,https://clinicaltrials.gov/study/NCT04064905,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,Zika Virus,Zika Virus,Infectious,N/A,7/30/19,3/22/21,20,120,ACTUAL,12,4,'1a.1. US Population'!$D$12,ALL,ADULT,Zika Virus,"201,452,958",0.00%,0,Ultra-Rare,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority""","ModernaTX, Inc.",N/A
2019,mrna-1944,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT03829384,https://clinicaltrials.gov/study/NCT03829384,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,Prevention of Chikungunya Virus Infection,Chikungunya Virus,Infectious,N/A,1/22/19,6/7/21,28.9,39,ACTUAL,12,4,'1a.1. US Population'!$D$12,ALL,ADULT,Chikungunya Virus,"201,452,958",0.00%,213,Ultra-Rare,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1982,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05975099,https://clinicaltrials.gov/study/NCT05975099,Interventional,Phase 2,Active Not Recruiting,TREATMENT,PREVENTION,Lyme Disease,Lyme Disease,Infectious,N/A,7/26/23,3/12/26,32,807,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Lyme Disease,"249,154,999",0.15%,"368,105",Common,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2017,mrna-2416,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT03323398,https://clinicaltrials.gov/study/NCT03323398,Interventional,Phase 2,Terminated,TREATMENT,TREATMENT,"Relapsed/Refractory Solid Tumor Malignancies or Lymphoma, Ovarian Cancer",Cancer,Cancer,This study was halted prematurely because the efficacy endpoints were not met for either treatment arm.,8/15/17,8/18/21,48.8,79,ACTUAL,14,7,'1a.1. US Population'!$G$14,ALL,"ADULT, OLDER_ADULT",Cancer,"250,825,102",6.98%,"17,495,640",Common,100.00%,"17,495,640",0.77283439,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-3745,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05095727,https://clinicaltrials.gov/study/NCT05095727,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Glycogen Storage Disease,Glycogen Storage Disease,Genetic/Inherited Metabolic,N/A,6/1/22,5/26/26,48.5,45,ESTIMATED,9,8,'1a.1. US Population'!$H$9,ALL,"CHILD, ADULT, OLDER_ADULT",Glycogen Storage Disease,"322,184,940",0.00%,"3,222",Ultra-Rare,100.00%,"3,222",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-3927,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04159103,https://clinicaltrials.gov/study/NCT04159103,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Propionic Acidemia,Propionic Acidemia,Genetic/Inherited Metabolic,N/A,4/15/21,3/5/25,47.3,68,ESTIMATED,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",Propionic Acidemia,"322,184,940",0.00%,"2,742",Ultra-Rare,100.00%,"2,742",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-3927,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05130437,https://clinicaltrials.gov/study/NCT05130437,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Propionic Acidemia,Propionic Acidemia,Genetic/Inherited Metabolic,N/A,11/9/21,12/4/29,98.2,36,ESTIMATED,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",Propionic Acidemia,"322,184,940",0.00%,"2,742",Ultra-Rare,100.00%,"2,742",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT05933577,https://clinicaltrials.gov/study/NCT05933577,Interventional,Phase 3,Active Not Recruiting,TREATMENT,TREATMENT,Melanoma,Melanoma,Cancer,N/A,7/19/23,10/26/29,76.4,1089,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Melanoma,"249,154,999",0.36%,"894,673",Common,100.00%,"894,673",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,"""ModernaTX, Inc.""",Merck Sharp & Dohme LLC,N/A
2023,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT06077760,https://clinicaltrials.gov/study/NCT06077760,Interventional,Phase 3,Recruiting,TREATMENT,TREATMENT,Non-small Cell Lung Cancer,Lung Cancer,Cancer,N/A,12/6/23,6/25/30,79.8,868,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Lung Cancer,"249,154,999",0.18%,"455,123",Common,100.00%,"455,123",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,"""ModernaTX, Inc.""",Merck Sharp & Dohme LLC,N/A
2024,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT06295809,https://clinicaltrials.gov/study/NCT06295809,Interventional,Phase 3,Recruiting,TREATMENT,TREATMENT,"Carcinoma, Squamous Cell, Skin Neoplasms",Non-melanoma skin cancer (squamous-cell carcinoma),Cancer,N/A,4/18/24,4/30/29,61.3,1012,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Non-melanoma skin cancer (squamous-cell carcinoma),"249,154,999",0.58%,"1,453,436",Common,100.00%,"1,453,436",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,"""ModernaTX, Inc.""",Merck Sharp & Dohme LLC,N/A
2024,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT06623422,https://clinicaltrials.gov/study/NCT06623422,Interventional,Phase 3,Recruiting,TREATMENT,TREATMENT,"Carcinoma, Non-Small-Cell Lung",Lung Cancer,Cancer,N/A,10/21/24,5/16/33,104.3,680,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Lung Cancer,"249,154,999",0.18%,"455,123",Common,100.00%,"455,123",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,"""ModernaTX, Inc.""",Merck Sharp & Dohme LLC,N/A
2019,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT03897881,https://clinicaltrials.gov/study/NCT03897881,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Melanoma,Melanoma,Cancer,N/A,7/18/19,9/9/29,123.5,267,ESTIMATED,12,7,'1a.1. US Population'!$G$12,ALL,"ADULT, OLDER_ADULT",Melanoma,"249,154,999",0.36%,"895,960",Common,100.00%,"895,960",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Merck Sharp & Dohme LLC""","ModernaTX, Inc.",N/A
2024,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT06307431,https://clinicaltrials.gov/study/NCT06307431,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Renal Cell Carcinoma,Kidney Cancer,Cancer,N/A,4/10/24,1/8/28,45.6,272,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Kidney Cancer,"249,154,999",0.20%,"510,559",Common,100.00%,"510,559",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,"""ModernaTX, Inc.""",Merck Sharp & Dohme LLC,N/A
2017,mrna-4157,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT03313778,https://clinicaltrials.gov/study/NCT03313778,Interventional,Phase 1,Recruiting,TREATMENT,TREATMENT,Solid Tumors,Cancer,Cancer,N/A,8/14/17,6/30/25,95.9,242,ESTIMATED,14,7,'1a.1. US Population'!$G$14,ALL,"ADULT, OLDER_ADULT",Cancer,"250,825,102",6.98%,"17,495,640",Common,100.00%,"17,495,640",0.77283439,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Merck Sharp & Dohme LLC""","ModernaTX, Inc.",N/A
2022,mrna-4359,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT05533697,https://clinicaltrials.gov/study/NCT05533697,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Advanced Solid Tumors,Cancer,Cancer,N/A,8/18/22,12/8/27,64.6,194,ESTIMATED,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Cancer,"249,154,999",6.87%,"17,125,887",Common,100.00%,"17,125,887",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2019,mrna-5671/v941,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT03948763,https://clinicaltrials.gov/study/NCT03948763,Interventional,Phase 1,Completed,TREATMENT,TREATMENT,"Neoplasms, Carcinoma, Non-Small-Cell Lung, Pancreatic Neoplasms, Colorectal Neoplasms",Lung Cancer,Cancer,N/A,6/26/19,8/25/22,38.5,70,ACTUAL,12,7,'1a.1. US Population'!$G$12,ALL,"ADULT, OLDER_ADULT",Lung Cancer,"249,154,999",0.18%,"451,881",Common,100.00%,"451,881",0.773329128,0,Merck Sharp & Dohme LLC,INDUSTRY,"72,000",Big Pharma,TRUE,Merck Sharp & Dohme LLC,SPONSOR,INDUSTRY,N/A,Merck Sharp & Dohme LLC,N/A
2022,mrna-covid-19,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04978038,https://clinicaltrials.gov/study/NCT04978038,Interventional,Phase 4,Unknown,PREVENTION,PREVENTION,"SARS-CoV2 Infection, Coronavirus Infection",COVID-19,Infectious,N/A,8/1/22,11/15/22,3.5,414,ESTIMATED,9,5,'1a.1. US Population'!$E$9,ALL,OLDER_ADULT,COVID-19,"47,702,041",2.61%,"1,245,103",Common,83.65%,"39,902,194",0.148057948,"14,595,752",McMaster University,OTHER,non-industry,Non-Industry,FALSE,Mark Loeb,SPONSOR_INVESTIGATOR,OTHER,N/A,BioNTech SE,$136.75 
2023,mRNA-CR-04 vaccine,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT05972993,https://clinicaltrials.gov/study/NCT05972993,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,8/7/23,11/9/23,3.1,72,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,COVID-19,"201,452,958",2.61%,"5,258,259",Common,83.19%,"167,583,377",0.62527118,0,GlaxoSmithKline,INDUSTRY,"3,211",Small Pharma,TRUE,GlaxoSmithKline,SPONSOR,INDUSTRY,N/A,GlaxoSmithKline,N/A
2024,mrna-np (nanoparticle) vaccine,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT05264974,https://clinicaltrials.gov/study/NCT05264974,Interventional,Phase 1,Recruiting,TREATMENT,TREATMENT,Melanoma,Melanoma,Cancer,N/A,11/1/24,9/1/26,22.3,18,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Melanoma,"249,154,999",0.36%,"894,673",Common,100.00%,"894,673",0.773329128,0,University of Florida,OTHER,non-industry,Non-Industry,TRUE,University of Florida,SPONSOR,OTHER,N/A,University of Florida,N/A
2018,NCI-4650,N/A,N/A,messenger RNA,Other,Active,in-vivo,NCT03480152,https://clinicaltrials.gov/study/NCT03480152,Interventional,Phase 2,Terminated,TREATMENT,TREATMENT,"Melanoma, Colon Cancer, Gastrointestinal Cancer, Genitourinary Cancer, Hepatocellular Cancer",Cancer,Cancer,slow accrual,5/18/18,6/25/19,13.4,5,ACTUAL,13,7,'1a.1. US Population'!$G$13,ALL,"ADULT, OLDER_ADULT",Cancer,"252,947,586",6.89%,"17,426,568",Common,100.00%,"17,426,568",0.775154119,0,National Institutes of Health Clinical Center (CC),NIH,non-industry,Non-Industry,FALSE,National Cancer Institute (NCI),PRINCIPAL_INVESTIGATOR,NIH,N/A,National Institutes of Health Clinical Center (CC),N/A
2022,pf-07836391 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07836394 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07836395 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07836396 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07852352 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07867246 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07871987 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07914705 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2022,pf-07915048 influenza saRNA,N/A,N/A,self-amplifying RNA,Other,Untargeted,in-vivo,NCT05227001,https://clinicaltrials.gov/study/NCT05227001,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,4/28/22,8/4/23,15.4,442,ACTUAL,9,4,'1a.1. US Population'!$D$9,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,40.00%,"80,581,183",0.62527118,0,Pfizer,INDUSTRY,"88,000",Big Pharma,TRUE,Pfizer,SPONSOR,INDUSTRY,N/A,Pfizer,N/A
2023,pfizer covid-19 mrna vaccine,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05392075,https://clinicaltrials.gov/study/NCT05392075,Observational,Observational,Completed,,PREVENTION,"COVID-19 Pneumonia, COVID-19",COVID-19,Infectious,N/A,3/15/23,3/15/23,0,100,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"4,820,761",Methodist Health System,OTHER,non-industry,Non-Industry,FALSE,Methodist Health System,SPONSOR,OTHER,N/A,BioNTech SE,$136.75 
2023,pfizer covid-19 mrna vaccine (2023-2024 formula xbb containing),Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06065176,https://clinicaltrials.gov/study/NCT06065176,Interventional,Phase 4,Recruiting,PREVENTION,PREVENTION,"COVID-19, Vaccine-Preventable Diseases, SARS CoV 2 Infection, Upper Respiratory Tract Infection, Upper Respiratory Disease",COVID-19,Infectious,N/A,11/22/23,7/30/24,8.4,1500,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"4,820,761",University of Utah,OTHER,non-industry,Non-Industry,FALSE,"Sarang K. Yoon, DO, MOH",SPONSOR_INVESTIGATOR,OTHER,"""Westat"", ""Novavax""",BioNTech SE,$136.75 
